Product,Country,Year,Population,Production (t),production__tonnes__per_capita,Production per capita (kg),Yield (t/ha),Yield (kg/animal),Land Use (ha),area_harvested__ha__per_capita,Land Use per capita (m²),Producing or slaughtered animals,Producing or slaughtered animals per capita,Imports (t),imports__tonnes__per_capita,Imports per capita (kg),Exports (t),exports__tonnes__per_capita,Exports per capita (kg),Domestic supply (t),domestic_supply__tonnes__per_capita,Domestic supply per capita (kg),Food (t),food__tonnes__per_capita,Food per capita (kg),Animal feed (t),feed__tonnes__per_capita,Animal feed per capita (kg),Other uses (t),other_uses__tonnes__per_capita,Other uses per capita (kg),Supply chain waste (t),waste_in_supply_chain__tonnes__per_capita,Supply chain waste per capita (kg),Food supply (kg per capita per year),Food supply (g per capita per day),Food supply (kcal per capita per day),Food supply (Protein g per capita per day),Food supply (Fat g per capita per day)
,Cuba,1969,8709654,292587.2,0.033593435,33.593435,,,,,,40054400,4.5988507,23000,0.002640748,2.640748,3000,0.000344445,0.34444538,313000,0.035937134,35.937134,313000,0.035937134,35.937134,,,,,,,,,,35.88541,98.3161908,203.51451,13.587297,16.133686
,Cuba,1970,8869642,277930.4,0.03133502,31.33502,,,,,,41970300,4.7319045,26000,0.002931347,2.9313471,1000,0.000112744,0.11274412,303000,0.03416147,34.16147,303000,0.03416147,34.16147,,,,,,,,,,34.183437,93.65325112,192.58275,12.98951,15.259234
,Cuba,1971,9025715,272722.8,0.0302162,30.2162,,,,,,44318500,4.9102483,28000,0.003102247,3.1022474,0,0,0,301000,0.03334916,33.34916,301000,0.03334916,33.34916,,,,,,,,,,33.32497,91.30128676,187.7048,12.638134,14.83949
,Cuba,1972,9169294,266694.8,0.029085644,29.085644,,,,,,44709900,4.876046,30000,0.00327179,3.2717895,0,0,0,297000,0.032390717,32.390717,297000,0.032390717,32.390717,,,,,,,,,,32.392105,88.74549226,181.10446,12.293449,14.261975
,Cuba,1973,9297927,250965.6,0.026991565,26.991565,,,,,,49051800,5.2755632,40000,0.004302034,4.302034,0,0,0,291000,0.0312973,31.2973,291000,0.0312973,31.2973,,,,,,,,,,31.284307,85.71042928,173.69205,12.01041,13.569692
,Cuba,1974,9413106,223010,0.023691436,23.691436,,,,,,47098700,5.003524,54000,0.005736683,5.7366826,0,0,0,277000,0.029427057,29.427057,277000,0.029427057,29.427057,,,,,,,,,,29.380564,80.49469509,163.28032,11.607746,12.577533
,Cuba,1975,9514307,202952,0.021331243,21.331243,,,,,,42787500,4.4971747,70000,0.007357341,7.357341,0,0,0,273000,0.02869363,28.69363,273000,0.02869363,28.69363,,,,,,,,,,28.658295,78.51587593,151.7729,10.812579,11.695441
,Cuba,1976,9600861,244650,0.02548209,25.48209,,,,,,46921700,4.887239,34000,0.003541349,3.541349,0,0,0,279000,0.029059894,29.059894,279000,0.029059894,29.059894,,,,,,,,,,29.056885,79.60790331,161.04056,11.054142,12.664547
,Cuba,1977,9672548,304600,0.031491186,31.491186,,,,,,50323700,5.2027345,35000,0.003618488,3.618488,0,0,0,340000,0.035151027,35.151027,340000,0.035151027,35.151027,,,,,,,,,,35.10952,96.19046479,197.2109,12.92827,15.737033
,Cuba,1978,9729986,273772,0.028136937,28.136937,,,,,,57573960,5.9171677,47000,0.004830428,4.8304284,0,0,0,320000,0.03288802,32.88802,320000,0.03288802,32.88802,,,,,,,,,,32.932217,90.22525115,179.63026,12.284715,14.061058
,Cuba,1979,9774711,260438,0.026644062,26.644062,,,,,,59490410,6.0861554,53000,0.005422155,5.4221554,0,0,0,313000,0.032021407,32.021407,313000,0.032021407,32.021407,,,,,,,,,,32.064228,87.84719912,172.02267,11.941574,13.461775
,Cuba,1980,9809115,268466,0.027369034,27.369034,,,,,,61793400,6.2995896,61000,0.006218706,6.218706,1000,0.000101946,0.101945996,329000,0.033540234,33.540234,329000,0.033540234,33.540234,,,,,,,,,,33.528244,91.85820182,177.46709,12.482854,13.7762575
,Cuba,1981,9848561,286406,0.029081,29.081,,,,,,74206400,7.534745,64000,0.006498411,6.4984113,0,0,0,350000,0.035538185,35.538185,350000,0.035538185,35.538185,,,,,,,,,,35.574722,97.46499081,186.70708,13.099609,14.454741
,Cuba,1982,9908882,264360,0.026679095,26.679095,,,,,,55114664,5.5621476,82000,0.008275404,8.275404,0,0,0,346000,0.034918167,34.918167,346000,0.034918167,34.918167,,,,,,,,,,34.907745,95.63765658,188.41965,13.359755,14.542389
,Cuba,1983,9984591,281466,0.028190037,28.190037,,,,,,64264496,6.4363675,72000,0.007211112,7.2111115,0,0,0,353000,0.035354476,35.354476,353000,0.035354476,35.354476,,,,,,,,,,35.365997,96.8931415,188.81845,13.267243,14.645918
,Cuba,1984,10065537,303529,0.030155271,30.155271,,,,,,72707300,7.2233896,70000,0.006954423,6.9544227,0,0,0,373000,0.03705714,37.05714,373000,0.03705714,37.05714,,,,,,,,,,37.104824,101.657051,197.28128,13.7897625,15.294281
,Cuba,1985,10149048,317033,0.031237708,31.237708,,,,,,75406670,7.4299254,73000,0.007192793,7.192793,1000,9.85314E-05,0.09853141,390000,0.03842725,38.42725,390000,0.03842725,38.42725,,,,,,,,,,38.402042,105.2110729,201.95894,14.067485,15.738869
,Cuba,1986,10235476,326045,0.031854406,31.854406,,,,,,77116930,7.5342784,59000,0.005764266,5.7642655,0,0,0,385000,0.037614275,37.614275,385000,0.037614275,37.614275,,,,,,,,,,37.629795,103.0953277,198.99417,13.6311,15.640942
,Cuba,1987,10326905,319288,0.030918073,30.918073,,,,,,77140610,7.4698668,56000,0.005422728,5.422728,0,0,0,375000,0.03631291,36.31291,375000,0.03631291,36.31291,,,,,,,,,,36.29566,99.44016339,192.23552,13.048111,15.179634
,Cuba,1988,10425438,324014,0.031079173,31.079173,,,,,,79840840,7.6582723,67000,0.006426589,6.4265886,0,0,0,391000,0.03750442,37.50442,391000,0.03750442,37.50442,,,,,,,,,,37.47389,102.6681908,198.4381,13.611457,15.516064
,Cuba,1989,10527187,332367,0.031572253,31.572253,,,,,,81203580,7.7137017,89000,0.0084543,8.4543,0,0,0,421000,0.03999169,39.99169,421000,0.03999169,39.99169,,,,,,,,,,40.021656,109.6483715,209.53746,14.557864,16.30401
,Cuba,1990,10626679,336540,0.03166935,31.66935,,,,,,76029500,7.1545873,83000,0.00781053,7.8105303,0,0,0,419000,0.039429065,39.429065,419000,0.039429065,39.429065,,,,,,,,,,39.45443,108.0943277,208.49496,14.215566,16.380322
,Cuba,1991,10713809,278616,0.026005317,26.005317,,,,,,73337000,6.8450913,82000,0.007653674,7.6536736,0,0,0,361000,0.033694834,33.694834,361000,0.033694834,33.694834,,,,,,,,,,33.65925,92.21712237,168.54556,11.409238,13.294156
,Cuba,1992,10783745,215453,0.019979423,19.979423,,,,,,57677900,5.3485966,38000,0.003523822,3.5238222,0,0,0,253000,0.023461238,23.461238,253000,0.023461238,23.461238,,,,,,,,,,23.453873,64.25718566,126.6968,8.080663,10.165672
,Cuba,1993,10840934,230279,0.02124162,21.24162,,,,,,45510904,4.1980615,34000,0.003136261,3.1362611,0,0,0,264000,0.024352144,24.352144,264000,0.024352144,24.352144,,,,,,,,,,24.357384,66.73255824,133.76596,8.285504,10.940858
,Cuba,1994,10887204,241437,0.022176217,22.176217,,,,,,49945076,4.5875025,26000,0.002388125,2.3881246,0,0,0,267000,0.024524203,24.524203,267000,0.024524203,24.524203,,,,,,,,,,24.52151,67.18221851,135.89752,8.323723,11.141598
,Cuba,1995,10926708,236571,0.021650711,21.650711,,,,,,52578150,4.8118935,31000,0.002837085,2.8370852,0,0,0,263000,0.024069464,24.069464,263000,0.024069464,24.069464,,,,,,,,,,24.061647,65.92231989,132.06393,8.193966,10.715187
,Cuba,1996,10963036,251251,0.022918012,22.918012,,,,,,51557460,4.702845,35000,0.003192546,3.1925463,0,0,0,276000,0.025175508,25.175508,276000,0.025175508,25.175508,,,,,,,,,,25.181194,68.98957191,138.22612,8.564011,11.248401
,Cuba,1997,10998130,202248,0.018389309,18.389309,,,,,,50709724,4.610759,55000,0.00500085,5.00085,0,0,0,265000,0.024095004,24.095004,265000,0.024095004,24.095004,,,,,,,,,,24.10657,66.0453966,127.29873,8.1791935,10.173875
,Cuba,1998,11033762,217583,0.019719748,19.719748,,,,,,47816388,4.3336434,54000,0.00489407,4.89407,0,0,0,293000,0.02655486,26.55486,293000,0.02655486,26.55486,,,,,,,,,,26.582651,72.82918009,137.37544,8.904336,11.01009
,Cuba,1999,11070093,240281,0.021705419,21.705419,,,,,,39372544,3.5566587,73000,0.006594344,6.594344,0,0,0,333000,0.030081049,30.081049,333000,0.030081049,30.081049,,,,,,,,,,30.046352,82.31877178,154.44386,9.808188,12.505942
,Cuba,2000,11105799,236199,0.021268077,21.268077,,,,,,47307296,4.259693,76000,0.006843272,6.8432717,0,0,0,329000,0.029624162,29.624162,329000,0.029624162,29.624162,,,,,,,,,,29.585535,81.05625946,152.44072,9.587719,12.285519
,Cuba,2001,11139130,214734,0.019277448,19.277448,,,,,,48174344,4.324785,100000,0.008977362,8.977362,0,0,0,330000,0.029625295,29.625295,330000,0.029625295,29.625295,,,,,,,,,,29.625093,81.16463754,147.47337,9.500495,11.858062
,Cuba,2002,11170054,201258,0.018017638,18.017638,,,,,,32289008,2.890676,150000,0.013428763,13.428763,0,0,0,351000,0.031423304,31.423304,351000,0.031423304,31.423304,,,,,,,,,,31.44765,86.15794434,154.57831,10.04759,12.366264
,Cuba,2003,11199215,194398,0.01735818,17.35818,,,,,,31196382,2.7855866,148000,0.013215212,13.215212,0,0,0,343000,0.030627146,30.627146,343000,0.030627146,30.627146,,,,,,,,,,30.597288,83.82818546,149.62245,9.770647,11.969796
,Cuba,2004,11225296,200018,0.017818505,17.818505,,,,,,33051650,2.94439,184000,0.01639155,16.39155,0,0,0,384000,0.03420845,34.20845,384000,0.03420845,34.20845,,,,,,,,,,34.204746,93.71163194,165.7012,10.845897,13.215926
,Cuba,2005,11246113,196824,0.017501514,17.501514,,,,,,27674300,2.460788,146000,0.012982263,12.982263,1000,8.89196E-05,0.08891961,343000,0.030499427,30.499427,343000,0.030499427,30.499427,,,,,,,,,,30.463795,83.46245122,152.6202,9.799824,12.269861
,Cuba,2006,11260636,196386,0.017440045,17.440045,,,,,,29058468,2.5805352,225000,0.019981109,19.981109,0,0,0,422000,0.03747568,37.47568,422000,0.03747568,37.47568,,,,,,,,,,37.44374,102.585588,180.64522,12.002871,14.341223
,Cuba,2007,11269890,276455,0.024530409,24.530409,,,,,,26536548,2.3546414,213000,0.018899918,18.899918,0,0,0,465000,0.041260384,41.260384,465000,0.041260384,41.260384,,,,,,,,,,41.237156,112.9785085,216.61542,13.107239,17.730373
,Cuba,2008,11276607,300323,0.02663239,26.63239,,,,,,28364840,2.51537,263000,0.023322618,23.322618,0,0,0,563000,0.049926367,49.926367,563000,0.049926367,49.926367,,,,,,,,,,49.945747,136.8376616,266.45746,17.33977,21.316597
,Cuba,2009,11283184,289737,0.025678655,25.678655,,,,,,35029940,3.1046147,293000,0.025967848,25.967848,0,0,0,607000,0.053796872,53.796872,607000,0.053796872,53.796872,,,,,,,,,,53.837738,147.5006506,280.14432,18.629599,22.201439
,Cuba,2010,11290420,282290,0.025002614,25.002614,,,,,,29888530,2.647247,268000,0.023736939,23.736939,0,0,0,539000,0.047739588,47.739588,535000,0.047385305,47.385305,,,,,,,,,,47.38,129.8082179,251,21.01,18.44
,Cuba,2011,11298713,292554,0.025892684,25.892684,,,,,,37054400,3.2795238,249000,0.022037908,22.037908,0,0,0,540000,0.047793053,47.793053,536000,0.04743903,47.43903,,,,,,,,,,47.459988,130.0273631,250.99994,21.159994,18.349995
,Cuba,2012,11309292,283258,0.025046485,25.046485,,,,,,34321024,3.0347633,258000,0.022813099,22.813099,0,0,0,554000,0.048986267,48.986267,549000,0.048544154,48.544154,,,,,,,,,,48.559994,133.0410781,253.99995,21.769997,18.399996
,Cuba,2013,11321583,306624,0.027083138,27.083138,,,,,,32449634,2.8661747,283000,0.024996504,24.996504,0,0,0,576000,0.05087628,50.87628,571000,0.05043464,50.43464,,,,,,,,,,50.439987,138.1917438,261.99994,22.609995,18.879993
,Cuba,2014,11332030,315130,0.027808785,27.808785,,,,,,33729840,2.9765048,252000,0.022237852,22.237852,0,0,0,552000,0.048711482,48.711482,547000,0.048270255,48.270255,,,,,,,,,,48.31,132.3561631,254,21.66,18.48
,Cuba,2015,11339888,325753,0.028726298,28.726298,,,,,,26552302,2.341496,279000,0.024603417,24.603417,0,0,0,577000,0.050882336,50.882336,571000,0.050353233,50.353233,,,,,,,,,,50.340008,137.9178288,262.00003,22.540005,19.010002
,Cuba,2016,11342012,350911,0.030939043,30.939043,,,,,,28444576,2.507895,383000,0.03376826,33.76826,,,,646000,0.056956384,56.956384,638000,0.05625104,56.25104,,,,,,,,,,56.24999,154.1095601,286.99994,25.129993,20.559996
,Cuba,2017,11336405,360826,0.031828962,31.828962,,,,,,24606964,2.1706145,375000,0.03307927,33.07927,,,,697000,0.061483335,61.483335,690000,0.060865857,60.865857,,,,,,,,,,60.840027,166.6850038,304.00015,27.22001,21.57001
,Cuba,2018,11328243,353810.94,0.03123264,31.23264,,,,,,25765106,2.2744133,411000,0.036281,36.281,0,0,0,702000,0.06196901,61.96901,695000,0.061351083,61.351083,,,,,,,,,,61.309986,167.9725627,306.99994,27.409992,21.849995
,Cuba,2019,11316699,361457.62,0.0319402,31.9402,,,,,,23792744,2.1024456,361000,0.03189976,31.89976,0,0,0,725000,0.064064614,64.064614,717000,0.063357696,63.357696,,,,,,,,,,63.33001,173.506875,321.00003,27.420004,23.340002
,Cuba,2020,11300695,244597.34,0.02164445,21.64445,,,,,,20282530,1.7948037,478000,0.042298283,42.298283,,,,830000,0.07344681,73.44681,830000,0.07344681,73.44681,,,,,,,,,,73.43003,201.1781624,359.00015,32.360016,25.370012
,Cuba,2021,11256373,237167.27,0.0210696,21.0696,,,,,,21483924,1.908601,415000,0.036868002,36.868002,,,,559000,0.049660757,49.660757,559000,0.049660757,49.660757,,,,,,,,,,49.639988,135.9999658,224.99994,22.259995,15.009996
,Cuba,2022,11212198,291392.38,0.025988871,25.988871,,,,,,19720712,1.7588623,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cyprus,1961,594777,11404,0.019173572,19.173572,,,,,,3044911,5.119416,6000,0.010087814,10.087814,0,0,0,18000,0.030263443,30.263443,16000,0.026900839,26.900839,,,,1000,0.001681302,1.6813024,1000,0.001681302,1.6813024,26.709305,73.17617735,126.86436,9.781145,9.451879
,Cyprus,1962,601109,11999.5,0.01996227,19.96227,,,,,,3140106,5.2238545,5000,0.008317959,8.317959,0,0,0,17000,0.028281061,28.281061,15000,0.024953878,24.953878,,,,1000,0.001663592,1.6635918,1000,0.001663592,1.6635918,25.173538,68.96859657,122.11762,9.269401,9.154014
,Cyprus,1963,607079,13017,0.02144202,21.44202,,,,,,3260788,5.3712745,5000,0.008236161,8.2361605,0,0,0,18000,0.029650178,29.650178,16000,0.026355714,26.355714,,,,1000,0.001647232,1.6472321,1000,0.001647232,1.6472321,26.468384,72.51611982,129.48563,9.654296,9.730464
,Cyprus,1964,612349,13730,0.022421854,22.421854,,,,,,3512207,5.7356296,6000,0.009798334,9.798334,0,0,0,20000,0.032661114,32.661114,18000,0.029395001,29.395001,,,,2000,0.003266111,3.2661112,1000,0.001633056,1.6330556,28.640385,78.46680743,140.88535,10.467119,10.6751375
,Cyprus,1965,617353,15372,0.024899855,24.899855,,,,,,4274826,6.9244437,7000,0.011338731,11.338731,0,0,0,22000,0.035636015,35.636015,19000,0.030776557,30.776557,,,,2000,0.003239638,3.2396377,1000,0.001619819,1.6198189,31.42382,86.09265667,152.46059,11.3216095,11.491011
,Cyprus,1966,622575,19704,0.0316492,31.6492,,,,,,4589460,7.3717384,7000,0.011243626,11.243626,0,0,0,27000,0.04336827,43.36827,23000,0.03694334,36.94334,,,,3000,0.004818697,4.8186965,1000,0.001606232,1.6062321,37.27575,102.1253414,178.5327,12.976509,13.624865
,Cyprus,1967,627698,22243,0.03543583,35.43583,,,,,,5246700,8.358638,7000,0.01115186,11.15186,0,0,0,29000,0.046200562,46.200562,25000,0.03982807,39.82807,,,,3000,0.004779369,4.7793686,1000,0.001593123,1.5931228,39.53508,108.3152866,185.48251,13.755835,13.972388
,Cyprus,1968,632456,24766.5,0.039159246,39.159246,,,,,,6149200,9.722732,7000,0.011067963,11.067963,0,0,0,32000,0.050596405,50.596405,27000,0.042690717,42.690717,,,,3000,0.004743413,4.743413,1000,0.001581138,1.5811377,43.115726,118.1252755,208.01447,15.062139,15.884741
,Cyprus,1969,636830,30907,0.048532575,48.532575,,,,,,7643700,12.002732,8000,0.012562222,12.562222,1000,0.001570278,1.5702777,38000,0.059670556,59.670556,32000,0.050248887,50.248887,,,,4000,0.006281111,6.281111,2000,0.003140556,3.1405555,50.053547,137.1330041,237.89708,17.119074,18.232433
,Cyprus,1970,640804,33331,0.052014343,52.014343,,,,,,7974500,12.444523,6000,0.009363238,9.363238,1000,0.00156054,1.5605396,39000,0.060861044,60.861044,33000,0.051497806,51.497806,,,,4000,0.006242158,6.2421584,2000,0.003121079,3.1210792,50.754333,139.0529657,238.58466,17.371645,18.138184
,Cyprus,1971,644416,35547.5,0.055162348,55.162348,,,,,,8448500,13.11032,7000,0.010862549,10.862549,0,0,0,42000,0.06517529,65.17529,35000,0.054312743,54.312743,,,,5000,0.007758963,7.758963,2000,0.003103585,3.1035852,54.504795,149.328204,258.26175,18.752886,19.716549
,Cyprus,1972,647632,37725,0.058250673,58.250673,,,,,,8861100,13.682307,7000,0.010808608,10.808608,0,0,0,45000,0.069483906,69.483906,38000,0.058675297,58.675297,,,,5000,0.007720434,7.7204336,2000,0.003088174,3.0881735,58.68543,160.7819984,278.30002,20.120995,21.294315
,Cyprus,1973,650706,41269.5,0.06342265,63.42265,,,,,,8759800,13.461993,7000,0.010757547,10.757547,0,0,0,48000,0.07376603,73.76603,40000,0.061471693,61.471693,,,,5000,0.007683962,7.6839617,2000,0.003073585,3.0735848,62.17224,170.3349024,292.75894,21.176231,22.415575
,Cyprus,1974,648594,32246.5,0.04971754,49.71754,,,,,,7003650,10.798203,5000,0.007708983,7.708983,0,0,0,37000,0.057046473,57.046473,31000,0.047795694,47.795694,,,,5000,0.007708983,7.708983,2000,0.003083593,3.0835932,47.690174,130.6580097,217.76335,15.797741,16.688591
,Cyprus,1975,644990,24928.5,0.038649436,38.649436,,,,,,6361200,9.862478,6000,0.00930247,9.30247,0,0,0,31000,0.04806276,48.06276,26000,0.040310703,40.310703,,,,4000,0.006201647,6.2016468,1000,0.001550412,1.5504117,39.77659,108.9769578,175.35156,13.272299,13.131211
,Cyprus,1976,648876,27684,0.042664547,42.664547,,,,,,6844520,10.548271,5000,0.007705633,7.7056326,1000,0.001541127,1.5411265,32000,0.04931605,49.31605,26000,0.04006929,40.06929,,,,4000,0.006164506,6.164506,2000,0.003082253,3.082253,40.633434,111.3244756,185.57321,13.203077,14.23742
,Cyprus,1977,656421,29245,0.0445522,44.5522,,,,,,7000500,10.66465,6000,0.009140476,9.140476,0,0,0,35000,0.05331944,53.31944,29000,0.044178963,44.178963,,,,4000,0.00609365,6.09365,2000,0.003046825,3.046825,44.50004,121.9179166,201.90396,14.762325,15.340643
,Cyprus,1978,663977,32207,0.048506197,48.506197,,,,,,7454800,11.227497,6000,0.009036457,9.036457,1000,0.001506076,1.5060763,38000,0.057230897,57.230897,31000,0.046688363,46.688363,,,,5000,0.007530381,7.5303814,2000,0.003012153,3.0121526,47.071087,128.9618809,216.90811,15.639684,16.622864
,Cyprus,1979,671622,33844,0.05039144,50.39144,,,,,,8559850,12.745041,7000,0.01042253,10.42253,0,0,0,41000,0.061046243,61.046243,34000,0.050623715,50.623715,,,,5000,0.007444664,7.444664,2000,0.002977866,2.9778655,50.026356,137.0585082,220.71939,16.766573,16.493206
,Cyprus,1980,679336,33635,0.04951158,49.51158,,,,,,8936900,13.155346,8000,0.011776205,11.776205,0,0,0,41000,0.060353052,60.353052,34000,0.050048873,50.048873,,,,5000,0.007360128,7.360128,2000,0.002944051,2.9440513,50.255543,137.6864178,222.8426,16.859404,16.677904
,Cyprus,1981,687179,36376,0.05293526,52.93526,,,,,,10716400,15.594772,7000,0.010186574,10.186574,0,0,0,44000,0.064029895,64.029895,36000,0.052388098,52.388098,,,,6000,0.008731349,8.731349,2000,0.00291045,2.9104499,52.43859,143.6673684,229.60684,17.486216,17.18542
,Cyprus,1982,696237,40072.5,0.057555832,57.555832,,,,,,12694130,18.232485,6000,0.008617755,8.617755,1000,0.001436293,1.4362925,46000,0.066069454,66.069454,38000,0.054579116,54.579116,,,,6000,0.008617755,8.617755,2000,0.002872585,2.872585,54.23791,148.5970122,236.55164,17.820887,17.771189
,Cyprus,1983,707484,43758.5,0.06185087,61.85087,,,,,,16028480,22.655607,10000,0.014134595,14.134595,1000,0.00141346,1.4134595,53000,0.07491335,74.91335,43000,0.06077876,60.77876,,,,7000,0.009894216,9.894216,2000,0.002826919,2.826919,61.48538,168.4530942,264.85403,20.550713,19.618818
,Cyprus,1984,719687,47124.5,0.06547916,65.47916,,,,,,18388750,25.551039,8000,0.011115943,11.115943,2000,0.002778986,2.7789858,53000,0.073643126,73.643126,44000,0.061137687,61.137687,,,,7000,0.009726451,9.726451,3000,0.004168479,4.168479,60.859097,166.7372504,263.80356,20.037434,19.707678
,Cyprus,1985,731670,48648,0.06648899,66.48899,,,,,,18698450,25.555851,8000,0.010933891,10.933891,1000,0.001366736,1.3667364,55000,0.0751705,75.1705,46000,0.06286988,62.86988,,,,7000,0.009567155,9.567155,3000,0.004100209,4.100209,62.2532,170.5567106,271.33545,20.706165,20.234697
,Cyprus,1986,743451,51500.5,0.06927222,69.27222,,,,,,19590050,26.350157,9000,0.012105707,12.105707,2000,0.002690157,2.6901572,59000,0.079359636,79.359636,48000,0.06456377,64.56377,,,,7000,0.00941555,9.41555,3000,0.004035236,4.035236,65.19036,178.6037242,282.5203,21.835466,20.973541
,Cyprus,1987,755031,54552,0.072251335,72.251335,,,,,,18079700,23.945639,10000,0.013244489,13.244489,3000,0.003973347,3.9733467,62000,0.08211584,82.11584,51000,0.0675469,67.5469,,,,8000,0.010595592,10.595592,3000,0.003973347,3.9733467,67.442116,184.7729187,293.01843,22.426443,21.784866
,Cyprus,1988,766417,58764.5,0.07667432,76.67432,,,,,,17138000,22.361195,8000,0.010438181,10.438181,1000,0.001304773,1.3047727,65000,0.08481023,84.81023,54000,0.07045773,70.45773,,,,9000,0.011742954,11.742954,3000,0.003914318,3.914318,69.91077,191.5363542,302.4985,22.99949,22.644175
,Cyprus,1989,777599,63799,0.08204614,82.04614,,,,,,18845000,24.234856,10000,0.012860099,12.860099,3000,0.00385803,3.8580296,72000,0.09259271,92.59271,59000,0.07587458,75.87458,,,,10000,0.012860099,12.860099,4000,0.00514404,5.1440396,75.51539,206.8914774,323.5408,24.801575,24.057915
,Cyprus,1990,788501,66837.5,0.08476527,84.76527,,,,,,19194200,24.342646,7000,0.008877604,8.877604,1000,0.001268229,1.2682292,72000,0.091312505,91.312505,59000,0.074825525,74.825525,,,,10000,0.012682292,12.682292,3000,0.003804688,3.8046876,75.18244,205.9792856,318.0833,24.347477,23.666565
,Cyprus,1991,799067,65617,0.08211702,82.11702,,,,,,17728800,22.186876,7000,0.008760217,8.760217,1000,0.00125146,1.2514595,72000,0.09010509,90.10509,58000,0.07258465,72.58465,,,,10000,0.012514595,12.514595,3000,0.003754379,3.7543785,72.98242,199.9518336,308.66623,23.478231,23.017681
,Cyprus,1992,810435,70983,0.0875863,87.5863,,,,,,19438700,23.985514,10000,0.012339053,12.339053,0,0,0,81000,0.09994633,99.94633,66000,0.081437744,81.437744,,,,11000,0.013572957,13.572957,4000,0.004935621,4.935621,81.05525,222.0691759,339.99518,26.339743,25.173481
,Cyprus,1993,825993,78424.5,0.09494572,94.94572,,,,,,19416900,23.507341,7000,0.008474648,8.474648,3000,0.003631992,3.631992,84000,0.101695776,101.695776,67000,0.081114486,81.114486,,,,12000,0.014527968,14.527968,4000,0.004842656,4.842656,81.3256,222.8098608,340.0961,25.94844,25.363436
,Cyprus,1994,844452,83765.59,0.09919521,99.19521,,,,,,18760900,22.216656,7000,0.0082894,8.2894,2000,0.0023684,2.3683999,88000,0.104209594,104.209594,71000,0.08407819,84.07819,,,,13000,0.015394599,15.394599,4000,0.0047368,4.7367997,84.071495,230.3328607,351.86725,26.652704,26.266146
,Cyprus,1995,862419,86246.7,0.10000557,100.00557,,,,,,19464800,22.570004,6000,0.006957175,6.957175,2000,0.002319058,2.3190584,91000,0.10551716,105.51716,73000,0.08464563,84.64563,,,,13000,0.01507388,15.07388,4000,0.004638117,4.638117,84.36792,231.144984,353.9289,26.827215,26.480225
,Cyprus,1996,880064,90572,0.10291524,102.91524,,,,,,20524300,23.321373,4000,0.004545124,4.545124,3000,0.003408843,3.408843,92000,0.10453785,104.53785,73000,0.08294851,82.94851,,,,14000,0.015907934,15.907934,5000,0.005681405,5.681405,82.92897,227.2026553,344.21475,26.04922,25.771465
,Cyprus,1997,897476,94004,0.10474263,104.74263,,,,,,21368100,23.809105,5000,0.00557118,5.5711796,4000,0.004456944,4.456944,95000,0.10585241,105.85241,76000,0.08468193,84.68193,,,,15000,0.01671354,16.71354,5000,0.00557118,5.5711796,84.58521,231.7402991,353.43118,26.686039,26.477554
,Cyprus,1998,914667,95045.5,0.10391268,103.91268,,,,,,21558700,23.569998,6000,0.006559765,6.5597645,4000,0.004373176,4.373176,97000,0.10604952,106.04952,77000,0.08418364,84.18364,,,,15000,0.016399411,16.399411,5000,0.005466471,5.4664705,84.479706,231.451247,352.4124,26.773415,26.336624
,Cyprus,1999,931612,99776,0.10710038,107.10038,,,,,,22169400,23.796816,6000,0.00644045,6.4404495,4000,0.004293633,4.293633,102000,0.10948764,109.48764,82000,0.088019475,88.019475,,,,15000,0.016101124,16.101124,5000,0.005367041,5.367041,87.69316,240.2552305,364.39526,27.890635,27.11617
,Cyprus,2000,948238,101003.5,0.10651703,106.51703,,,,,,21501400,22.67511,6000,0.006327525,6.3275252,5000,0.005272938,5.272938,104000,0.109677106,109.677106,83000,0.08753077,87.53077,,,,16000,0.0168734,16.8734,5000,0.005272938,5.272938,87.45423,239.6006277,364.97272,27.785662,27.248644
,Cyprus,2001,964838,101105,0.104789615,104.789615,,,,,,21660000,22.449364,6000,0.006218661,6.2186606,5000,0.005182217,5.1822173,104000,0.10779011,107.79011,83000,0.086024806,86.024806,,,,16000,0.016583094,16.583094,5000,0.005182217,5.1822173,85.807304,235.0885018,356.57593,27.320887,26.494188
,Cyprus,2002,982202,104384,0.10627549,106.27549,,,,,,21849060,22.244978,6000,0.006108723,6.108723,4000,0.004072482,4.072482,107000,0.108938895,108.938895,86000,0.08755837,87.55837,,,,16000,0.016289929,16.289929,5000,0.005090603,5.0906027,87.623116,240.0633291,364.1817,28.05696,27.0592
,Cyprus,2003,1000355,101273,0.10123706,101.23706,,,,,,21458648,21.451033,6000,0.005997871,5.9978706,5000,0.004998226,4.9982257,103000,0.10296345,102.96345,82000,0.0819709,81.9709,,,,16000,0.015994322,15.994322,5000,0.004998226,4.9982257,81.76705,224.0193128,330.22076,25.699356,24.36251
,Cyprus,2004,1018688,100696,0.098848715,98.848715,,,,,,20232312,19.861145,8000,0.007853239,7.853239,6000,0.005889929,5.889929,104000,0.1020921,102.0921,82000,0.08049569,80.49569,,,,17000,0.016688133,16.688133,5000,0.004908274,4.9082744,80.64664,220.9496964,325.1398,25.303057,24.046381
